"","NAME","DATE","AWND","PGTM","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","Power_output"
"620346","SOUTH LAKE TAHOE AIRPORT, CA US","2018-06-30",4.25,721,78,43,70,70,16.1,23,117.147414375
"719186","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-01",4.03,1040,84,39,30,30,13,16.1,99.88058003508
"719187","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-02",4.03,1137,83,43,200,200,19.9,33.1,99.88058003508
"719188","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-03",4.92,1257,80,40,190,190,19.9,27.1,181.74447850752
"719189","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-04",8.05,1425,80,39,180,180,23,31.1,796.074217155
"719190","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-05",7.38,836,78,43,180,190,21,27.1,613.38761496288
"719191","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-06",4.92,1031,80,52,190,180,19.9,30,181.74447850752
"719192","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-07",5.82,1152,84,47,190,180,18.1,29.1,300.83950906272
"719193","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-08",5.59,1431,84,46,200,200,17,27.1,266.56390442916
"719194","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-09",6.26,1223,84,47,180,180,17,23.9,374.35955035104
"719195","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-10",4.25,1255,83,42,180,190,14.1,19.9,117.147414375
"719196","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-11",3.36,1529,84,43,30,30,14.1,17,57.88736077824
"719197","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-12",4.25,1630,86,48,180,190,18.1,23,117.147414375
"719198","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-13",1.57,1406,79,54,190,40,12.1,15,5.90561151372
"719199","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-14",2.46,1716,87,51,130,140,23.9,35.1,22.71805981344
"719200","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-15",2.24,1512,84,56,30,210,13,18.1,17.15181060096
"719201","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-16",2.91,1324,85,49,210,30,12.1,17,37.60493863284
"719202","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-17",4.92,1619,87,48,190,190,14.1,19,181.74447850752
"719203","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-18",3.58,1545,87,40,190,190,14.1,17,70.01885382048
"719204","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-19",3.8,1747,87,42,190,190,14.1,17,83.73686688
"719205","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-20",4.47,1436,85,50,170,170,21.9,33.1,136.29768728292
"719206","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-21",2.68,1541,82,51,90,90,16.1,25.1,29.37448758528
"719207","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-22",3.13,1632,82,52,190,190,17,23.9,46.79494379388
"719208","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-23",3.13,1944,83,47,210,220,15,21,46.79494379388
"719209","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-24",3.13,1516,86,48,210,210,13,19,46.79494379388
"719210","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-25",3.36,1409,87,44,30,30,13,17,57.88736077824
"719211","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-26",2.46,1529,89,49,30,30,13,15,22.71805981344
"719212","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-27",3.8,1334,88,46,200,180,13,21,83.73686688
"719213","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-28",3.8,1458,87,42,190,190,14.1,19,83.73686688
"719214","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-29",4.47,1640,86,44,180,210,15,19,136.29768728292
"719215","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-30",3.13,1539,86,48,200,190,10.1,15,46.79494379388
"719216","SOUTH LAKE TAHOE AIRPORT, CA US","2018-07-31",2.91,1434,87,57,190,190,16.1,21.9,37.60493863284
"719217","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-01",6.26,1433,86,50,180,180,18.1,23,374.35955035104
"719218","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-02",5.37,1326,85,45,190,190,18.1,25.1,236.31363164412
"719219","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-03",6.49,1251,83,40,190,180,21,27.1,417.15745355196
"719220","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-04",7.83,1135,78,42,200,190,21.9,34,732.57349830948
"719221","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-05",4.47,1328,79,34,190,190,16.1,23.9,136.29768728292
"719222","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-06",2.46,1115,81,38,40,20,10.1,15,22.71805981344
"719223","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-07",3.8,1053,86,40,20,30,10.1,16.1,83.73686688
"719224","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-08",4.25,1358,86,44,30,30,12.1,16.1,117.147414375
"719225","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-09",4.7,1427,90,43,180,180,15,23,158.43805092
"719226","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-10",3.58,1449,88,44,30,30,16.1,19,70.01885382048
"719227","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-11",3.58,1450,86,46,40,30,21,23,70.01885382048
"719228","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-12",4.7,1455,85,46,180,200,13,21,158.43805092
"719229","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-13",3.58,1648,84,44,180,180,15,19,70.01885382048
"719230","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-14",3.58,1612,81,46,190,160,18.1,23.9,70.01885382048
"719231","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-15",2.91,1554,83,47,190,200,15,25.1,37.60493863284
"719232","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-16",4.25,1340,83,45,190,190,14.1,21.9,117.147414375
"719233","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-17",4.03,1521,82,43,190,210,18.1,28,99.88058003508
"719234","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-18",4.03,1516,84,40,190,200,15,21,99.88058003508
"719235","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-19",5.59,1251,87,43,190,200,17,27.1,266.56390442916
"719236","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-20",2.91,1310,82,43,190,190,19.9,30,37.60493863284
"719237","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-21",4.03,1247,80,41,200,190,17,23,99.88058003508
"719238","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-22",4.25,1537,79,34,190,180,17,23.9,117.147414375
"719239","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-23",4.92,1457,80,35,190,190,21.9,29.1,181.74447850752
"719240","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-24",6.04,1420,77,35,190,190,21,29.1,336.26118041856
"719241","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-25",6.04,1311,77,31,190,190,18.1,30,336.26118041856
"719242","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-26",8.72,1528,76,33,190,200,21.9,29.1,1011.84822024192
"719243","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-27",4.7,1151,75,40,200,190,17,28,158.43805092
"719244","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-28",3.36,1324,76,40,30,30,13,18.1,57.88736077824
"719245","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-29",5.82,2324,77,42,180,170,18.1,23.9,300.83950906272
"719246","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-30",6.04,1056,75,38,190,200,18.1,25.1,336.26118041856
"719247","SOUTH LAKE TAHOE AIRPORT, CA US","2018-08-31",3.8,1500,74,31,30,30,15,19,83.73686688
"719248","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-01",3.13,1147,77,38,30,30,13,19,46.79494379388
"719249","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-02",2.91,1458,81,36,30,30,12.1,17,37.60493863284
"719250","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-03",3.8,1245,83,37,30,20,13,17,83.73686688
"719251","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-04",4.03,1634,82,38,190,190,18.1,21.9,99.88058003508
"719252","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-05",4.03,1556,80,40,190,190,14.1,19,99.88058003508
"719253","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-06",4.03,1226,79,41,190,210,17,23,99.88058003508
"719254","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-07",5.59,1520,82,37,190,180,19.9,27.1,266.56390442916
"719255","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-08",3.8,1048,79,41,190,190,21,31.1,83.73686688
"719256","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-09",4.7,1550,81,32,180,180,17,21,158.43805092
"719257","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-10",5.59,1149,80,31,190,190,18.1,23.9,266.56390442916
"719258","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-11",6.93,1004,75,35,190,210,21.9,34,507.88527448428
"719259","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-12",14.99,1154,65,50,200,190,29.1,44.1,5140.09109565396
"719260","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-13",7.38,1144,65,37,180,190,23.9,33.1,613.38761496288
"719261","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-14",5.59,1118,70,37,180,190,23,33.1,266.56390442916
"719262","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-15",6.71,1202,65,34,190,180,28,40,461.03455545444
"719263","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-16",4.03,1357,71,29,190,200,18.1,25.9,99.88058003508
"719264","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-17",4.92,1427,72,29,190,180,18.1,23.9,181.74447850752
"719265","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-18",4.03,1004,71,29,200,190,17,23,99.88058003508
"719266","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-19",3.13,1129,70,27,190,170,17,30,46.79494379388
"719267","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-20",2.68,1039,73,29,30,30,8.9,14.1,29.37448758528
"719270","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-23",6.93,1219,71,38,180,190,21,31.1,507.88527448428
"719271","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-24",4.03,1205,73,29,30,20,12.1,16.1,99.88058003508
"719272","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-25",3.36,1302,73,29,20,40,12.1,17,57.88736077824
"719273","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-26",3.13,1012,81,30,30,40,8.9,14.1,46.79494379388
"719274","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-27",2.91,1133,80,32,30,30,12.1,14.1,37.60493863284
"719275","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-28",4.7,1316,79,33,200,180,13,21.9,158.43805092
"719276","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-29",13.2,1217,67,39,190,190,25.9,42.1,3509.84316672
"719277","SOUTH LAKE TAHOE AIRPORT, CA US","2018-09-30",8.05,1036,67,47,190,200,18.1,27.1,796.074217155
"817535","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-01",6.26,1026,71,42,190,180,17,29.1,374.35955035104
"817536","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-02",2.91,1455,69,45,190,200,21,30,37.60493863284
"817537","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-03",0.89,1425,58,44,140,190,10.1,16.1,1.07581089276
"817538","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-04",4.92,1531,53,41,200,190,21,28,181.74447850752
"817539","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-05",6.71,1204,60,31,180,200,19.9,23.9,461.03455545444
"817540","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-06",5.82,1248,54,36,30,20,16.1,28,300.83950906272
"817541","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-07",4.92,824,52,34,70,60,17,23,181.74447850752
"817542","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-08",2.46,1236,60,28,20,30,15,18.1,22.71805981344
"817543","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-09",3.8,1333,66,30,190,190,17,25.9,83.73686688
"817544","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-10",2.91,1653,58,28,190,190,14.1,17,37.60493863284
"817545","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-11",3.58,1529,53,34,60,50,15,21,70.01885382048
"817546","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-12",3.13,1737,60,27,70,80,8.9,16.1,46.79494379388
"817547","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-13",3.58,1338,64,27,20,30,17,21.9,70.01885382048
"817548","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-14",6.71,2321,52,25,70,140,19.9,28,461.03455545444
"817549","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-15",3.8,310,60,22,40,30,19.9,28,83.73686688
"817550","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-16",3.8,1244,61,23,50,60,14.1,19.9,83.73686688
"817551","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-17",2.68,1312,62,24,30,30,8.9,15,29.37448758528
"817552","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-18",3.36,1427,64,25,30,30,8.9,14.1,57.88736077824
"817553","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-19",5.14,1518,66,25,40,80,17,23,207.23126321376
"817554","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-20",2.91,1410,66,27,210,20,8.9,16.1,37.60493863284
"817555","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-21",2.91,1455,64,26,30,20,10.1,15,37.60493863284
"817556","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-22",2.24,1119,62,26,20,30,10.1,15,17.15181060096
"817557","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-23",3.8,1214,60,26,190,190,16.1,19,83.73686688
"817558","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-24",3.8,1424,64,25,190,180,17,23.9,83.73686688
"817559","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-25",2.01,1237,64,27,40,10,8.9,14.1,12.39236195004
"817560","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-26",2.46,1237,69,28,50,30,8.9,13,22.71805981344
"817561","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-27",4.92,955,70,29,180,190,17,21.9,181.74447850752
"817562","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-28",9.84,1052,62,47,190,200,21.9,33.1,1453.95582806016
"817563","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-29",7.83,33,59,28,180,170,23.9,28,732.57349830948
"817564","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-30",3.58,953,52,24,20,60,10.1,15,70.01885382048
"817565","SOUTH LAKE TAHOE AIRPORT, CA US","2018-10-31",2.91,1421,58,21,30,40,8.1,13,37.60493863284
"817566","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-01",2.68,1152,64,28,40,30,8.9,14.1,29.37448758528
"817567","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-02",2.46,1237,69,26,20,20,8.9,16.1,22.71805981344
"817568","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-03",2.68,1341,63,27,30,40,13,19,29.37448758528
"817569","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-04",3.8,1518,68,29,200,200,15,21,83.73686688
"817570","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-05",2.01,1110,65,27,40,40,8.9,12.1,12.39236195004
"817571","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-06",2.68,1318,61,20,30,30,8.9,13,29.37448758528
"817572","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-07",3.58,1050,60,25,190,190,17,21.9,70.01885382048
"817573","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-08",7.83,1330,44,18,60,60,25.9,36.9,732.57349830948
"817574","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-09",2.46,1237,56,11,20,20,8.9,13,22.71805981344
"817575","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-10",2.91,2238,59,15,60,60,12.1,18.1,37.60493863284
"817576","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-11",3.13,58,52,15,80,110,13,19.9,46.79494379388
"817577","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-12",2.24,1243,54,12,30,20,8.9,13,17.15181060096
"817578","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-13",2.01,1111,54,17,50,30,6.9,10.1,12.39236195004
"817579","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-14",2.68,1330,57,18,30,30,8.1,11,29.37448758528
"817580","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-15",2.91,1051,59,17,40,30,8.1,12.1,37.60493863284
"817581","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-16",2.91,1121,58,18,40,20,8.1,12.1,37.60493863284
"817582","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-17",2.24,1310,58,18,20,20,8.1,14.1,17.15181060096
"817583","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-18",2.01,1150,55,15,30,30,8.1,11,12.39236195004
"817584","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-19",2.68,1223,52,12,20,30,6.9,8.9,29.37448758528
"817585","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-20",2.01,1353,56,15,30,20,6.9,10.1,12.39236195004
"817586","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-21",9.4,1328,49,26,190,150,30,38.9,1267.50440736
"817587","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-22",10.07,1529,36,32,190,180,25.1,36.9,1558.31169131172
"817588","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-23",8.28,1328,42,34,190,180,19.9,25.1,866.27728689408
"817589","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-24",5.59,341,50,28,190,190,16.1,21.9,266.56390442916
"817590","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-25",1.57,1105,50,27,30,20,8.9,12.1,5.90561151372
"817591","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-26",1.79,2006,48,24,20,190,6.9,8.1,8.75235672756
"817592","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-27",10.29,1006,50,31,190,190,31.1,47,1662.69289750956
"817593","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-28",4.92,216,43,31,200,210,18.1,27.1,181.74447850752
"817594","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-29",6.49,1126,38,29,200,200,21,30,417.15745355196
"817595","SOUTH LAKE TAHOE AIRPORT, CA US","2018-11-30",3.8,1223,35,20,190,200,10.1,16.1,83.73686688
"817596","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-01",5.82,1105,31,17,200,190,18.1,30,300.83950906272
"817597","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-02",2.46,1409,33,5,210,190,6.9,13,22.71805981344
"817598","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-03",1.34,830,34,-2,190,190,6,6,3.67181094816
"817599","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-04",1.12,604,33,26,190,150,6.9,8.9,2.14397632512
"817600","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-05",1.34,118,35,25,190,200,8.9,14.1,3.67181094816
"817601","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-06",3.58,2325,34,24,190,190,8.9,10.1,70.01885382048
"817602","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-07",2.24,417,42,18,170,160,8.9,12.1,17.15181060096
"817603","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-08",2.01,1415,45,9,30,30,6.9,8.1,12.39236195004
"817604","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-09",2.01,1234,46,11,40,30,10.1,12.1,12.39236195004
"817605","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-10",1.57,1357,48,19,30,30,10.1,14.1,5.90561151372
"817606","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-11",3.58,2255,43,11,200,200,15,19,70.01885382048
"817607","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-12",2.91,124,47,23,190,180,21,27.1,37.60493863284
"817608","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-13",3.13,1343,47,18,30,30,8.9,10.1,46.79494379388
"817609","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-14",12.3,1214,50,21,200,200,35.1,49,2839.75747668
"817610","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-15",5.82,139,50,27,200,190,19.9,28,300.83950906272
"817611","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-16",12.3,1757,50,34,190,180,29.1,46.1,2839.75747668
"817612","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-17",5.59,1021,41,32,190,200,18.1,23.9,266.56390442916
"817613","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-18",6.04,1422,47,27,200,190,17,25.1,336.26118041856
"817614","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-19",1.79,1227,48,23,40,40,8.1,8.9,8.75235672756
"817615","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-20",8.5,2246,57,21,190,230,23,36.9,937.179315
"817616","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-21",5.14,1031,43,26,190,190,16.1,23.9,207.23126321376
"817617","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-22",1.12,1314,41,20,30,30,8.1,8.9,2.14397632512
"817618","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-23",6.71,1117,42,30,190,190,19.9,25.1,461.03455545444
"817619","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-24",8.72,1420,42,28,190,180,19.9,31.1,1011.84822024192
"817620","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-25",2.01,1339,35,21,30,10,13,17,12.39236195004
"817621","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-26",1.79,418,40,17,190,180,8.1,8.9,8.75235672756
"817622","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-27",10.51,1542,29,21,30,40,19.9,30,1771.63424085204
"817623","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-28",5.14,0,30,16,20,360,17,23.9,207.23126321376
"817624","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-29",2.68,1337,45,13,30,30,10.1,12.1,29.37448758528
"817625","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-30",2.68,1443,51,23,190,200,14.1,17,29.37448758528
"817626","SOUTH LAKE TAHOE AIRPORT, CA US","2018-12-31",7.16,1251,31,17,30,20,21,38.9,560.15083056384
"916744","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-01",2.68,857,34,11,50,210,12.1,17,29.37448758528
"916745","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-02",2.24,1325,45,14,40,30,8.9,13,17.15181060096
"916746","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-03",1.57,1217,48,18,40,30,8.1,8.9,5.90561151372
"916747","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-04",3.36,1523,51,20,180,190,21,27.1,57.88736077824
"916748","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-05",13.87,1252,45,27,200,190,33.1,49,4071.88309288212
"916749","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-06",14.99,2113,38,25,200,200,38.9,68,5140.09109565396
"916750","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-07",8.28,144,40,32,190,180,36.9,57.9,866.27728689408
"916751","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-08",5.82,2359,46,31,200,200,25.1,36,300.83950906272
"916752","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-09",8.95,0,43,34,190,200,25.9,38.9,1094.044590945
"916753","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-10",1.79,4,44,22,30,200,10.1,15,8.75235672756
"916754","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-11",1.57,1510,41,19,30,30,6,6.9,5.90561151372
"916755","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-12",1.12,1351,43,19,30,30,8.9,12.1,2.14397632512
"916756","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-13",2.01,1313,42,14,30,40,8.9,12.1,12.39236195004
"916757","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-14",1.12,505,35,16,30,250,8.9,11,2.14397632512
"916758","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-15",2.91,2123,36,21,180,180,28,38.9,37.60493863284
"916759","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-16",14.99,1951,40,33,190,210,29.1,40,5140.09109565396
"916760","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-17",15.21,303,38,31,190,190,35.1,49,5369.74372903644
"916761","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-18",5.59,32,40,30,180,190,21.9,28,266.56390442916
"916762","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-19",6.04,1437,47,29,190,180,16.1,23,336.26118041856
"916763","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-20",12.3,1440,45,25,190,180,28,44.1,2839.75747668
"916764","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-21",3.8,411,35,14,190,220,14.1,18.1,83.73686688
"916765","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-22",2.24,203,38,7,190,120,8.9,13,17.15181060096
"916766","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-23",1.79,1523,50,10,20,20,6.9,11,8.75235672756
"916767","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-24",2.46,1354,46,16,30,30,12.1,14.1,22.71805981344
"916768","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-25",2.68,2038,46,12,160,160,14.1,17,29.37448758528
"916769","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-26",2.01,320,48,19,190,160,10.1,12.1,12.39236195004
"916770","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-27",2.01,1302,54,22,30,30,10.1,13,12.39236195004
"916771","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-28",1.57,1523,45,21,40,40,8.1,10.1,5.90561151372
"916772","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-29",2.01,1132,50,26,40,40,8.9,13,12.39236195004
"916773","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-30",2.46,1116,47,23,30,30,10.1,12.1,22.71805981344
"916774","SOUTH LAKE TAHOE AIRPORT, CA US","2019-01-31",2.24,1245,49,23,40,20,8.9,14.1,17.15181060096
"916775","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-01",6.71,1428,48,26,200,200,25.9,36,461.03455545444
"916776","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-02",4.7,27,42,23,200,200,19.9,25.9,158.43805092
